"Row ID"|"Order ID"|"Order Date"|"Order Priority"|"Order Quantity"|"Sales"|"Discount"|"Ship Mode"|"Profit"|"Unit Price"|"Shipping Cost"|"Customer Name"|"Customer Age"|"City"|"Zip Code"|"State"|"Region"|"Customer Segment"|"Product Category"|"Product Sub-Category"|"Product Name"|"Product Container"|"Product Base Margin"|"Ship Date"
"3982"|"28451"|"2001-05-12"|"Critical"|"41"|"8958.46"|"0.02"|"Regular Air"|"2593.14"|"209.84"|"21.21"|"Pauline Chand"|""|"Norman"|"73071"|"Oklahoma"|"Central"|"Small Business"|"Furniture"|"Office Furnishings"|"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base"|"Large Box"|"0.59"|"2001-06-12 00:00:00"
"3983"|"28451"|"2001-05-12"|"Critical"|"33"|"4913.7"|"0.0"|"Delivery Truck"|"1054.93"|"145.45"|"17.85"|"Pauline Chand"|""|"Norman"|"73071"|"Oklahoma"|"Central"|"Small Business"|"Technology"|"Office Machines"|"Panasonic KX-P1150 Dot Matrix Printer"|"Jumbo Drum"|"0.56"|"2001-07-12 00:00:00"
"4555"|"32418"|"2001-05-12"|"Not Specified"|"5"|"1244.19"|"0.08"|"Delivery Truck"|"-131.31"|"243.98"|"43.32"|"Marina Lichtenstein"|""|"Dubuque"|"52001"|"Iowa"|"Central"|"Corporate"|"Furniture"|"Chairs & Chairmats"|"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"|"Jumbo Drum"|"0.55"|"2001-06-12 00:00:00"
"7352"|"52386"|"2001-05-12"|"High"|"6"|"700.73"|"0.08"|"Delivery Truck"|"-188.58"|"120.97"|"26.3"|"Susan Vittorini"|""|"Mount Prospect"|"60056"|"Illinois"|"Central"|"Home Office"|"Technology"|"Office Machines"|"Canon S750 Color Inkjet Printer"|"Jumbo Drum"|"0.38"|"2001-07-12 00:00:00"
"8011"|"57253"|"2001-05-12"|"Critical"|"43"|"78.08"|"0.08"|"Regular Air"|"1.74"|"1.81"|"0.75"|"Darren Budd"|""|"Bedford"|"76021"|"Texas"|"Central"|"Consumer"|"Furniture"|"Chairs & Chairmats"|"Metal Folding Chairs, Beige, 4/Carton"|"Jumbo Drum"|"0.58"|"2001-06-12 00:00:00"
"8012"|"57253"|"2001-05-12"|"Critical"|"29"|"653.54"|"0.06"|"Delivery Truck"|"-1358.9"|"20.98"|"53.03"|"Darren Budd"|""|"Bedford"|"76021"|"Texas"|"Central"|"Consumer"|"Furniture"|"Chairs & Chairmats"|"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms"|"Jumbo Drum"|"0.64"|"2001-07-12 00:00:00"
"8013"|"57253"|"2001-05-12"|"Critical"|"48"|"12635.75"|"0.07"|"Regular Air"|"-335.24"|"279.48"|"35.0"|"Darren Budd"|""|"Bedford"|"76021"|"Texas"|"Central"|"Consumer"|"Furniture"|"Office Furnishings"|"Telescoping Adjustable Floor Lamp"|"Large Box"|"0.6"|"2001-05-12 00:00:00"
"8014"|"57253"|"2001-05-12"|"Critical"|"49"|"240.3"|"0.08"|"Regular Air"|"-139.16"|"4.91"|"5.68"|"Darren Budd"|""|"Bedford"|"76021"|"Texas"|"Central"|"Consumer"|"Furniture"|"Tables"|"Iceberg OfficeWorks 42\" Round Tables"|"Jumbo Box"|"0.7"|"2001-06-12 00:00:00"
"8015"|"57253"|"2001-05-12"|"Critical"|"25"|"2750.107"|"0.04"|"Regular Air"|"667.45"|"125.99"|"5.26"|"Darren Budd"|""|"Bedford"|"76021"|"Texas"|"Central"|"Consumer"|"Technology"|"Telephones and Communication"|""|"Small Box"|"0.55"|"2001-05-12 00:00:00"
"8291"|"59232"|"2001-05-12"|"High"|"23"|"725.43"|"0.0"|"Regular Air"|"245.97"|"30.98"|"5.76"|"Robert Waldorf"|""|"Monroe"|"71203"|"Louisiana"|"South"|"Home Office"|"Office Supplies"|"Paper"|"IBM Multi-Purpose Copy Paper, 8 1/2 x 11\", Case"|"Small Box"|"0.4"|"2001-07-12 00:00:00"
"947"|"6854"|"2001-06-12"|"Medium"|"1"|"22.13"|"0.07"|"Express Air"|"-2.39"|"7.68"|"6.16"|"Victor Price"|""|"Royal Palm Beach"|"33411"|"Florida"|"South"|"Consumer"|"Office Supplies"|"Binders and Binder Accessories"|"GBC VeloBinder Strips"|"Small Box"|"0.35"|"2001-08-12 00:00:00"
"948"|"6854"|"2001-06-12"|"Medium"|"19"|"129.84"|"0.05"|"Express Air"|"2.39"|"6.64"|"4.95"|"Victor Price"|""|"Royal Palm Beach"|"33411"|"Florida"|"South"|"Consumer"|"Furniture"|"Office Furnishings"|"G.E. Longer-Life Indoor Recessed Floodlight Bulbs"|"Small Pack"|"0.37"|"2001-08-12 00:00:00"
"2001"|"14274"|"2001-06-12"|"Not Specified"|"23"|"3674.08"|"0.01"|"Delivery Truck"|"112.44"|"150.98"|"30.0"|"Craig Leslie"|""|"Hilton Head Island"|"29915"|"South Carolina"|"South"|"Consumer"|"Furniture"|"Chairs & Chairmats"|"Novimex Swivel Fabric Task Chair"|"Jumbo Drum"|"0.74"|"2001-08-12 00:00:00"
"2002"|"14274"|"2001-06-12"|"Not Specified"|"46"|"1413.89"|"0.01"|"Express Air"|"-40.72"|"28.28"|"13.99"|"Craig Leslie"|""|"Hilton Head Island"|"29915"|"South Carolina"|"South"|"Consumer"|"Office Supplies"|"Storage & Organization"|"Eldon Portable Mobile Manager"|"Medium Box"|"0.58"|"2001-08-12 00:00:00"
"2003"|"14274"|"2001-06-12"|"Not Specified"|"2"|"61.7185"|"0.03"|"Regular Air"|"-164.04"|"35.99"|"1.1"|"Craig Leslie"|""|"Hilton Head Island"|"29915"|"South Carolina"|"South"|"Consumer"|"Technology"|"Telephones and Communication"|"Accessory35"|"Small Box"|"0.55"|"2001-07-12 00:00:00"
"2325"|"16770"|"2001-06-12"|"Critical"|"17"|"37.06"|"0.03"|"Regular Air"|"0.61"|"2.1"|"0.7"|"Muhammed Yedwab"|""|"Petersburg"|"23805"|"Virginia"|"South"|"Consumer"|"Office Supplies"|"Pens & Art Supplies"|"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"|"Wrap Bag"|"0.57"|"2001-07-12 00:00:00"
"2350"|"16961"|"2001-06-12"|"Not Specified"|"27"|"46.86"|"0.06"|"Regular Air"|"-37.08"|"1.7"|"1.99"|"Tracy Collins"|""|"Herndon"|"20170"|"Virginia"|"South"|"Consumer"|"Technology"|"Computer Peripherals"|"BASF Silver 74 Minute CD-R"|"Small Pack"|"0.51"|"2001-07-12 00:00:00"
"2351"|"16961"|"2001-06-12"|"Not Specified"|"34"|"1089.59"|"0.01"|"Regular Air"|"433.24"|"30.98"|"5.09"|"Tracy Collins"|""|"Herndon"|"20170"|"Virginia"|"South"|"Consumer"|"Office Supplies"|"Paper"|"Xerox 19"|"Small Box"|"0.4"|"2001-08-12 00:00:00"
"3283"|"23488"|"2001-06-12"|"High"|"29"|"101.77"|"0.03"|"Regular Air"|"-73.19"|"3.28"|"3.97"|"Julia Barnett"|""|"San Clemente"|"92672"|"California"|"West"|"Home Office"|"Office Supplies"|"Pens & Art Supplies"|"Newell 342"|"Wrap Bag"|"0.56"|"2001-08-12 00:00:00"
"3284"|"23488"|"2001-06-12"|"Critical"|"30"|"26133.39"|"0.04"|"Delivery Truck"|"-11053.6"|"880.98"|"44.55"|"Julia West"|""|"Galesburg"|"61401"|"Illinois"|"Central"|"Home Office"|"Furniture"|"Bookcases"|"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"|"Jumbo Box"|"0.62"|"2001-07-12 00:00:00"
"5794"|"41094"|"2001-06-12"|"Low"|"46"|"298.97"|"0.09"|"Regular Air"|"-225.86"|"6.48"|"8.73"|"Maribeth Schnelling"|""|"Fairfax"|"20151"|"Virginia"|"South"|"Corporate"|"Office Supplies"|"Paper"|"Xerox 227"|"Small Box"|"0.37"|"2001-08-12 00:00:00"
"5795"|"41094"|"2001-06-12"|"Low"|"6"|"159.05"|"0.05"|"Regular Air"|"-153.46"|"20.34"|"35.0"|"Maribeth Schnelling"|""|"Fairfax"|"20151"|"Virginia"|"South"|"Corporate"|"Office Supplies"|"Storage & Organization"|"Tennsco Commercial Shelving"|"Large Box"|"0.84"|"2001-10-12 00:00:00"
"6773"|"48226"|"2001-06-12"|"Low"|"23"|"2357.45"|"0.02"|"Delivery Truck"|"-108.8"|"100.98"|"35.84"|"Corey Roper"|""|"Bristol"|"6010"|"Connecticut"|"East"|"Small Business"|"Furniture"|"Bookcases"|"Bush Westfield Collection Bookcases, Fully Assembled"|"Jumbo Box"|"0.62"|"2001-06-12 00:00:00"
"450"|"3073"|"2001-07-12"|"Medium"|"3"|"10.58"|"0.05"|"Regular Air"|"-11.58"|"1.98"|"4.77"|"Jasper Cacioppo"|""|"Franklin Square"|"11010"|"New York"|"East"|"Home Office"|"Office Supplies"|"Binders and Binder Accessories"|"Avery Reinforcements for Hole-Punch Pages"|"Small Box"|"0.4"|"2001-08-12 00:00:00"
"451"|"3073"|"2001-07-12"|"Medium"|"3"|"2119.67"|"0.07"|"Express Air"|"-2314.74"|"699.99"|"24.49"|"Jasper Cacioppo"|""|"Franklin Square"|"11010"|"New York"|"East"|"Home Office"|"Technology"|"Copiers and Fax"|"Canon PC1060 Personal Laser Copier"|"Large Box"|"0.41"|"2001-08-12 00:00:00"
"452"|"3073"|"2001-07-12"|"Medium"|"7"|"45923.76"|"0.07"|"Regular Air"|"102.61"|"6783.02"|"24.49"|"Jasper Cacioppo"|""|"Franklin Square"|"11010"|"New York"|"East"|"Home Office"|"Technology"|"Office Machines"|"Polycom ViewStation ISDN Videoconferencing Unit"|"Large Box"|"0.39"|"2001-08-12 00:00:00"
"2538"|"18405"|"2001-07-12"|"Medium"|"30"|"610.65"|"0.09"|"Express Air"|"60.27"|"20.98"|"8.83"|"George Ashbrook"|""|"Lubbock"|"79424"|"Texas"|"Central"|"Consumer"|"Office Supplies"|"Binders and Binder Accessories"|"Premium Transparent Presentation Covers by GBC"|"Small Box"|"0.37"|"2001-09-12 00:00:00"
"2539"|"18405"|"2001-07-12"|"Medium"|"2"|"158.04"|"0.03"|"Regular Air"|"-263.09"|"73.98"|"14.52"|"George Ashbrook"|""|"Lubbock"|"79424"|"Texas"|"Central"|"Consumer"|"Technology"|"Computer Peripherals"|"Keytronic French Keyboard"|"Small Box"|"0.65"|"2001-10-12 00:00:00"
"4540"|"32295"|"2001-07-12"|"High"|"11"|"607.597"|"0.07"|"Regular Air"|"-112.24"|"65.99"|"5.99"|"Pauline Chand"|""|"Norman"|"73071"|"Oklahoma"|"Central"|"Small Business"|"Technology"|"Telephones and Communication"|"i1000"|"Small Box"|"0.58"|"2001-08-12 00:00:00"
"4778"|"33923"|"2001-07-12"|"Low"|"34"|"1961.7915"|"0.05"|"Regular Air"|"425.75"|"65.99"|"5.99"|"Benjamin Venier"|""|"Fresno"|"93727"|"California"|"West"|"Small Business"|"Technology"|"Telephones and Communication"|"i1000"|"Small Box"|"0.58"|"2001-11-12 00:00:00"
"5733"|"40704"|"2001-07-12"|"Low"|"6"|"11.57"|"0.01"|"Regular Air"|"-2.06"|"1.76"|"0.7"|"Julie Kriz"|""|"Brunswick"|"4011"|"Maine"|"East"|"Corporate"|"Office Supplies"|"Pens & Art Supplies"|"Newell 310"|"Wrap Bag"|"0.56"|"2001-12-12 00:00:00"
"6199"|"43909"|"2001-07-12"|"High"|"46"|"737.25"|"0.08"|"Regular Air"|"-199.13"|"15.99"|"13.18"|"Chloris Kastensmidt"|""|"Las Vegas"|"89115"|"Nevada"|"West"|"Consumer"|"Office Supplies"|"Binders and Binder Accessories"|"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2\" x 11\""|"Small Box"|"0.37"|"2001-08-12 00:00:00"
"611"|"4193"|"2001-08-12"|"High"|"16"|"64.29"|"0.07"|"Regular Air"|"14.42"|"4.13"|"0.99"|"Sandra Flanagan"|""|"Garfield Heights"|"44125"|"Ohio"|"East"|"Home Office"|"Office Supplies"|"Labels"|"Avery 491"|"Small Box"|"0.39"|"2001-08-12 00:00:00"
"612"|"4193"|"2001-08-12"|"High"|"3"|"75.77"|"0.03"|"Regular Air"|"64.25"|"22.72"|"8.99"|"Sandra Flanagan"|""|"Garfield Heights"|"44125"|"Ohio"|"East"|"Home Office"|"Furniture"|"Office Furnishings"|"Executive Impressions 14\" Two-Color Numerals Wall Clock"|"Small Pack"|"0.44"|"2001-08-12 00:00:00"
"998"|"7203"|"2001-08-12"|"High"|"25"|"21752.01"|"0.03"|"Regular Air"|"9296.35"|"896.99"|"19.99"|"Ruben Dartt"|""|"Edmonds"|"98026"|"Washington"|"West"|"Corporate"|"Office Supplies"|"Binders and Binder Accessories"|"GBC DocuBind TL300 Electric Binding System"|"Small Box"|"0.38"|"2001-10-12 00:00:00"
"4234"|"30083"|"2001-08-12"|"Not Specified"|"23"|"324.28"|"0.07"|"Regular Air"|"20.43"|"14.56"|"3.5"|"Luke Schmidt"|""|"Myrtle Beach"|"29577"|"South Carolina"|"South"|"Home Office"|"Office Supplies"|"Appliances"|"Acco 6 Outlet Guardian Premium Surge Suppressor"|"Small Box"|"0.58"|"2001-09-12 00:00:00"
"1173"|"8576"|"2001-09-12"|"High"|"43"|"541.45"|"0.0"|"Express Air"|"-164.25"|"11.66"|"8.99"|"Cynthia Voltz"|""|"Gilroy"|"95020"|"California"|"West"|"Corporate"|"Office Supplies"|"Pens & Art Supplies"|"Boston 16765 Mini Stand Up Battery Pencil Sharpener"|"Small Pack"|"0.59"|"2001-11-12 00:00:00"
"2571"|"18561"|"2001-09-12"|"Not Specified"|"9"|"45.87"|"0.02"|"Regular Air"|"-38.9"|"4.13"|"6.89"|"Joni Blumstein"|""|"Lawton"|"73505"|"Oklahoma"|"Central"|"Home Office"|"Office Supplies"|"Labels"|"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"|"Small Box"|"0.39"|"2001-10-12 00:00:00"
"4449"|"31715"|"2001-09-12"|"Not Specified"|"24"|"64.11"|"0.09"|"Regular Air"|"-4.09"|"2.78"|"0.97"|"Mark Haberlin"|""|"Augusta"|"4330"|"Maine"|"East"|"Small Business"|"Office Supplies"|"Pens & Art Supplies"|"Newell 339"|"Wrap Bag"|"0.59"|"2001-11-12 00:00:00"
"4450"|"31715"|"2001-09-12"|"Not Specified"|"11"|"68.5"|"0.01"|"Regular Air"|"-53.85"|"5.38"|"7.57"|"Mark Haberlin"|""|"Pasadena"|"91104"|"California"|"West"|"Small Business"|"Office Supplies"|"Binders and Binder Accessories"|"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2\" X 11\""|"Small Box"|"0.36"|"2001-10-12 00:00:00"
"4451"|"31715"|"2001-09-12"|"Not Specified"|"44"|"145.19"|"0.05"|"Regular Air"|"-116.87"|"3.28"|"3.97"|"Mark Haberlin"|""|"Pasadena"|"91104"|"California"|"West"|"Small Business"|"Office Supplies"|"Pens & Art Supplies"|"Newell 337"|"Wrap Bag"|"0.56"|"2001-09-12 00:00:00"
"5666"|"40097"|"2001-09-12"|"Low"|"47"|"117.88"|"0.1"|"Regular Air"|"-71.0"|"2.6"|"2.4"|"Olvera Toch"|""|"Madison"|"53711"|"Wisconsin"|"Central"|"Home Office"|"Office Supplies"|"Pens & Art Supplies"|"12 Colored Short Pencils"|"Wrap Bag"|"0.58"|"1/14/12"
"6627"|"47138"|"2001-09-12"|"Low"|"1"|"107.95"|"0.04"|"Regular Air"|"-506.31"|"125.99"|"8.99"|"Benjamin Patterson"|""|"King of Prussia"|"19406"|"Pennsylvania"|"East"|"Corporate"|"Technology"|"Telephones and Communication"|"M70"|"Small Box"|"0.59"|"1/16/12"
"8161"|"58343"|"2001-09-12"|"Not Specified"|"39"|"121.87"|"0.07"|"Regular Air"|"11.32"|"3.29"|"1.35"|"Yana Sorensen"|""|"Plainfield"|"7060"|"New Jersey"|"East"|"Corporate"|"Office Supplies"|"Rubber Bands"|"Acco Hot Clips Clips to Go"|"Wrap Bag"|"0.4"|"2001-11-12 00:00:00"
"2045"|"14596"|"2001-10-12"|"Critical"|"24"|"199.12"|"0.01"|"Regular Air"|"73.33"|"8.34"|"0.96"|"Darren Powers"|""|"Denton"|"76201"|"Texas"|"Central"|"Corporate"|"Furniture"|"Office Furnishings"|"Document Clip Frames"|"Wrap Bag"|"0.43"|"2001-12-12 00:00:00"
"2046"|"14596"|"2001-10-12"|"Critical"|"19"|"63.14"|"0.06"|"Regular Air"|"-53.75"|"3.28"|"3.97"|"Darren Powers"|""|"Denton"|"76201"|"Texas"|"Central"|"Corporate"|"Office Supplies"|"Pens & Art Supplies"|"Newell 337"|"Wrap Bag"|"0.56"|"2001-11-12 00:00:00"
"2775"|"20037"|"2001-10-12"|"Low"|"35"|"1009.42"|"0.02"|"Regular Air"|"339.58"|"29.18"|"8.55"|"Michelle Moray"|""|"Pleasure Ridge Park"|"40258"|"Kentucky"|"South"|"Corporate"|"Furniture"|"Office Furnishings"|"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"|"Small Box"|"0.42"|"1/15/12"
"2776"|"20037"|"2001-10-12"|"Low"|"49"|"15137.11"|"0.03"|"Delivery Truck"|"4913.16"|"297.64"|"14.7"|"Michelle Moray"|""|"Pleasure Ridge Park"|"40258"|"Kentucky"|"South"|"Corporate"|"Technology"|"Office Machines"|"Panasonic KX-P3200 Dot Matrix Printer"|"Jumbo Drum"|"0.57"|"1/15/12"
